文献番号,出願番号,出願日,公知日,発明の名称,出願人/権利者,FI,公開番号,公告番号,登録番号,審判番号,その他,ステージ,イベント詳細,文献URL
特開2025-088573,特願2023-203354,2023/11/30,2025/06/11,車載用制御装置,トヨタ自動車株式会社,"B60W30/19,B60W60/00",特開2025-088573,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-088573/11/ja
特開2025-088215,特願2023-202770,2023/11/30,2025/06/11,自動運転引継ぎ判定方法及びそのシステム,財団法人車輌研究測試中心,G08G1/16@F,特開2025-088215,,,,,審査中,特許査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-088215/11/ja
特開2025-088113,特願2023-202587,2023/11/30,2025/06/11,車線変更決定システムと方法、及び非一時的なコンピュータ,財団法人車輌研究測試中心,"G08G1/16@C,B60W30/08,B60W40/04,B60W60/00",特開2025-088113,,特許7703004,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-088113/11/ja
特開2025-087947,特願2022-101909,2022/06/24,2025/06/11,ヘッドアップディスプレイ装置,マクセル株式会社,"B60K35/00@A,G02B27/01,B60R11/02@C,B60K35/235,B60K35/40,B60K35/90",特開2025-087947,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-087947/11/ja
特開2025-087762,特願2025-030554,2025/02/27,2025/06/10,ロボットシステム及びその制御方法,川崎重工業株式会社,B25J19/06,特開2025-087762,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-087762/11/ja
特開2025-087296,特願2023-201855,2023/11/29,2025/06/10,作業機械の自動運転制御システム,株式会社大林組,"G05D1/242,G05D1/243,G05D1/667,G05D1/43,E02F9/20@H,G05D1/24,G05D1/60,G05D105:00,G05D105:05,G05D105:20,G05D107:90,G05D109:00,G05D111:00,G05D111:63",特開2025-087296,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-087296/11/ja
特開2025-086804,特願2023-201103,2023/11/28,2025/06/09,ハイブリッド車両の制御装置,トヨタ自動車株式会社,"B60W20/17,B60W20/40,B60K6/445,B60L50/16,B60L50/61",特開2025-086804,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-086804/11/ja
特開2025-086169,特願2023-200050,2023/11/27,2025/06/06,案内情報配信装置及びナビゲーションシステム,株式会社Ｊ－ＱｕＡＤ　ＤＹＮＡＭＩＣＳ,"G08G1/14@A,G08G1/16@D,G01C21/36,G16Y10/40,G16Y20/20,G16Y40/10",特開2025-086169,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-086169/11/ja
特開2025-086138,特願2023-199987,2023/11/27,2025/06/06,制御装置、制御方法、および制御プログラム,"トヨタ自動車株式会社,株式会社ＳＯＫＥＮ,株式会社デンソー,株式会社Ｊ－ＱｕＡＤ　ＤＹＮＡＭＩＣＳ","G08G1/16@C,B60W30/08,B60W30/06",特開2025-086138,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-086138/11/ja
特開2025-085934,特願2023-199648,2023/11/27,2025/06/06,車両操舵装置,先進モビリティ株式会社,"B62D1/18,B62D5/04",特開2025-085934,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-085934/11/ja
特開2025-085750,特願2025-042025,2025/03/17,2025/06/05,移動装置及び移動装置用プログラム,みこらった株式会社,G06F8/65,特開2025-085750,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-085750/11/ja
特開2025-085716,特願2025-040197,2025/03/13,2025/06/05,建設機械の作業管理方法,鹿島建設株式会社,"E02F9/20@N,G06Q50/08",特開2025-085716,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-085716/11/ja
特開2025-085694,特願2025-039468,2025/03/12,2025/06/05,表示装置,パイオニア株式会社,"G08G1/16@C,B60W50/14",特開2025-085694,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-085694/11/ja
特開2025-085183,特願2023-198882,2023/11/24,2025/06/05,電源システム,トヨタ自動車株式会社,"B60L58/18,H02J7/00,302@C,H02J7/00@P,H02J9/06,110,B60R16/02,645@A,B60L15/20@S,B60L50/60",特開2025-085183,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-085183/11/ja
特許7687377,特願2023-206290,2023/12/06,2025/06/03,自動運転装置及び自動運転方法,いすゞ自動車株式会社,"B60W30/095,B60W60/00",特開2025-091185,,特許7687377,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7687377/15/ja
特開2025-084395,特願2023-198266,2023/11/22,2025/06/03,自動運転情報処理装置、自動運転システム、自動運転方法および自動運転プログラム,コベルコ建機株式会社,"E02F9/26@A,E02F3/43@A",特開2025-084395,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-084395/11/ja
特開2025-084394,特願2023-198265,2023/11/22,2025/06/03,作業機械、外部管理機器、作業管理システム、作業管理方法および作業管理プログラム,コベルコ建機株式会社,E02F9/20@N,特開2025-084394,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-084394/11/ja
特開2025-083532,特願2025-042081,2025/03/17,2025/05/30,車両運用支援装置、車両運用支援システム、車両、車両運用支援方法および車両運用支援プログラム,三菱電機株式会社,"G08G1/127@A,G06Q50/40",特開2025-083532,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-083532/11/ja
特開2025-083491,特願2025-040042,2025/03/13,2025/05/30,出力装置、出力方法、およびコンピュータプログラム,パイオニア株式会社,G08G1/16@C,特開2025-083491,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-083491/11/ja
特開2025-083462,特願2025-037893,2025/03/11,2025/05/30,画像表示装置及び画像表示方法,パイオニア株式会社,"G08G1/16@C,B60Q1/50@Z,G09G5/00,510@A,G09G5/00,550@C",特開2025-083462,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-083462/11/ja
特開2025-083460,特願2025-037598,2025/03/10,2025/05/30,車両制御装置,トヨタ自動車株式会社,G08G1/16@C,特開2025-083460,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-083460/11/ja
特開2025-083304,特願2024-187968,2024/10/25,2025/05/30,危殆化した車両の検出及び危殆化した車両の検出に対する応答,ウーブン・バイ・トヨタ株式会社,"B60W50/04,B60K28/00,B60W40/09,B60W40/12,B60W40/10,B60W40/08,B60W50/14,G08G1/16@A",特開2025-083304,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-083304/11/ja
特開2025-083044,特願2023-196706,2023/11/20,2025/05/30,移動体管制装置、車両管制方法、及び車両,株式会社日立製作所,"G08G1/16@D,G01C21/34,G16Y10/40,G16Y20/20,G16Y40/10",特開2025-083044,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-083044/11/ja
特開2025-082891,特願2023-196413,2023/11/20,2025/05/30,自動運転移動システムとその自動運転移動システム用アプリケーション,"株式会社アイシン,新明和工業株式会社","G08G1/14@A,G01C21/36,G16Y10/40,G16Y20/20,G16Y40/10",特開2025-082891,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-082891/11/ja
特開2025-082342,特願2023-195594,2023/11/17,2025/05/29,死角領域推定装置、走行環境作成装置、車両制御装置及び車両,株式会社日立製作所,"G08G1/16@D,G08G1/09@F",特開2025-082342,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-082342/11/ja
特開2025-082003,特願2023-195170,2023/11/16,2025/05/28,作業車両システム,井関農機株式会社,"A01B69/00,303@M,A01B69/00,303@Z,G05D1/43,G05D1/222,G05D1/223,G05D1/224,G05D1/229,G05D1/24,G05D1/242,G05D1/60,G05D1/648,G05D105:00,G05D105:15,G05D107:00,G05D107:10,G05D107:20,G05D109:00,G05D109:10,G05D111:00",特開2025-082003,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-082003/11/ja
特開2025-081845,特願2023-194890,2023/11/16,2025/05/28,動植物油の燃焼システムと燃焼方法,前田　和幸,"F02M37/00,341@Z,C10L1/19,F02D19/06@Z,F02C7/22@A,F02C7/224,F23K5/02@B,F23K1/04",特開2025-081845,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-081845/11/ja
特開2025-080792,特願2023-194048,2023/11/15,2025/05/27,制御装置および制御システム,トヨタ自動車株式会社,"B60W50/00,B60W60/00,G05D1/227,G08G1/09@V,G05D1/222,G05D1/224,G05D1/225,G05D1/229,G05D111:30",特開2025-080792,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-080792/11/ja
特開2025-080447,特願2023-193600,2023/11/14,2025/05/26,自動運転支援装置及び自動運転支援システム,三菱電機株式会社,"G08G1/14@A,G16Y10/40,G16Y20/20,G16Y40/10",特開2025-080447,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-080447/11/ja
特開2025-079660,特願2023-192480,2023/11/10,2025/05/22,モニタリング装置、モニタリング方法、およびモニタリングプログラム,オムロン株式会社,"G05B23/02,302@Y",特開2025-079660,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-079660/11/ja
特開2025-079241,特願2023-191816,2023/11/09,2025/05/21,支援システム、支援方法、支援プログラム,株式会社デンソー,"G08G1/09@F,G08G1/16@A",特開2025-079241,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-079241/11/ja
特開2025-078852,特願2025-037860,2025/03/10,2025/05/20,車両およびその自動運転システム,ＩＮＮＯＶＩＤＥＡ合同会社,"B62D25/20@C,B60K1/04@Z,B62D21/15@B",特開2025-078852,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-078852/11/ja
特開2025-078845,特願2025-037527,2025/03/10,2025/05/20,自動バレーパーキングシステム,ＩＨＩ運搬機械株式会社,E04H6/42@C,特開2025-078845,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-078845/11/ja
特開2025-078693,特願2025-031272,2025/02/28,2025/05/20,車両運行システム、自動運転車両、及びプログラム,株式会社神戸製鋼所,"G08G1/00@D,G01C21/34",特開2025-078693,,特許7693144,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-078693/11/ja
特開2025-078567,特願2024-098841,2024/06/19,2025/05/20,ＡＩモデルのニューロンを可視化する方法、非一時的なコンピュータ可読記憶媒体およびシステム,オートブレインズ・テクノロジーズ・リミテッド,"G06T7/00,350@C,G06V10/25,G06N5/045,G06N3/04",特開2025-078567,,,,,審査中,特許査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-078567/11/ja
特開2025-078193,特願2023-190592,2023/11/08,2025/05/20,ヘッドアップディスプレイ装置、表示制御装置、及び車両用表示システム,日本精機株式会社,"B60K35/00@A,G02B27/01,G01C21/36,B60K35/235,B60K35/40",特開2025-078193,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-078193/11/ja
特開2025-077846,特願2023-190341,2023/11/07,2025/05/19,作業車両,株式会社クボタ,"B60W30/00,A01B69/00,303@J,B62D49/08@Z,B60W40/02",特開2025-077846,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-077846/11/ja
特開2025-077845,特願2023-190340,2023/11/07,2025/05/19,作業車両,株式会社クボタ,"A01B69/00,303@M",特開2025-077845,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-077845/11/ja
特開2025-077825,特願2023-190311,2023/11/07,2025/05/19,電気自動車、制御システム,トヨタ自動車株式会社,"B60L15/20@J,B60R11/02@S,G10K15/04,302@J,H04R3/00,310",特開2025-077825,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-077825/11/ja
特開2025-077678,特願2023-190055,2023/11/07,2025/05/19,遠隔操作装置及び空気調和機,株式会社富士通ゼネラル,"F24F11/56,F24F11/52",特開2025-077678,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-077678/11/ja
特開2025-077468,特願2023-189662,2023/11/06,2025/05/19,車両の制御装置,トヨタ自動車株式会社,"B60W30/02,B60W60/00",特開2025-077468,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-077468/11/ja
特開2025-077295,特願2023-189375,2023/11/06,2025/05/19,ハイブリッド車の制御装置,トヨタ自動車株式会社,"B60W20/17,B60K6/445,B60W10/06,900,B60W20/10,B60W20/20,B60L50/16,B60W60/00",特開2025-077295,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-077295/11/ja
特開2025-076897,特願2023-188844,2023/11/02,2025/05/16,遠隔支援システム、遠隔支援方法、遠隔支援プログラム,株式会社デンソー,"G08G1/09@D,B60W40/02,G08G1/09@F,G05D1/224,G05D1/226,G08G1/09@V,G08G1/16@A,G05D1/24,G05D1/242,G05D1/248,G05D1/60,G05D105:00,G05D105:20,G05D109:00,G05D111:00,G05D111:63",特開2025-076897,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-076897/11/ja
特開2025-076656,特願2023-188392,2023/11/02,2025/05/16,車両挙動制御方法及び車両挙動制御装置,"パナソニックＩＰマネジメント株式会社,パナソニックオートモーティブシステムズ株式会社","B60W50/04,B60W50/035,B60W30/06,B60W50/14,G08G1/16@C,G08G1/09@V",特開2025-076656,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-076656/11/ja
特開2025-075805,特願2023-187235,2023/10/31,2025/05/15,自動運転車両運行システム、自動運転車両運行装置,株式会社セネック,"G08G1/127@A,G06Q50/30,G06Q50/40",特開2025-075805,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-075805/11/ja
特開2025-074794,特願2023-185839,2023/10/30,2025/05/14,ナビゲーション制御装置およびナビゲーション方法,株式会社ＪＶＣケンウッド,"G01C21/36,G08G1/0969",特開2025-074794,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-074794/11/ja
特開2025-074630,特願2023-185582,2023/10/30,2025/05/14,電動モビリティ,ＷＨＩＬＬ株式会社,"G05D1/43,A61G5/04,710,A61G5/04,703,A61G5/04,707,B62D63/02,B62J45/41,B62K17/00,G05D1/242,G05D1/622,G05D1/24,G05D1/628,G05D1/639,G05D107:00,G05D107:20,G05D111:00,G05D111:63",特開2025-074630,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-074630/11/ja
特開2025-074607,特願2023-185542,2023/10/30,2025/05/14,駆動装置,日本精機株式会社,"H05B47/115,H05B45/56",特開2025-074607,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-074607/11/ja
特許7675349,特願2024-072968,2024/04/26,2025/05/13,マンコンベヤ,フジテック株式会社,"B66B31/00@A,B66B23/22@J,B66B23/22@G,B66B31/00@D",,,特許7675349,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7675349/15/ja
特開2025-074193,特願2025-031399,2025/02/28,2025/05/13,車両用表示制御装置,トヨタ自動車株式会社,"B60K35/22,B60K35/23,B60K35/40,B60W50/14",特開2025-074193,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-074193/11/ja
特開2025-073597,特願2023-184520,2023/10/27,2025/05/13,複合加工機,"株式会社アマダ,株式会社アマダマシナリー","B23P23/02@Z,B23D55/04@E,B23D55/00@Z,B23Q11/00@D,B23B41/00@K",特開2025-073597,,,,,審査中,特許査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-073597/11/ja
特開2025-073337,特願2023-184025,2023/10/26,2025/05/13,車両、及びコンピュータプログラム,トヨタ自動車株式会社,"B60R1/074,B60R1/26,200",特開2025-073337,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-073337/11/ja
特開2025-073147,特願2023-183662,2023/10/26,2025/05/13,電動車,トヨタ自動車株式会社,"B60L15/20@J,B60W60/00,B60W30/182",特開2025-073147,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-073147/11/ja
特開2025-073023,特願2023-183588,2023/10/25,2025/05/12,ハイブリッド車両の制御装置,トヨタ自動車株式会社,"B60W10/10,900,B60K6/48,B60W20/15,F16H61/14,601@Z,B60L15/20@J,B60L50/16,B60L50/60,B60L58/12",特開2025-073023,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-073023/11/ja
特開2025-072732,特願2023-182997,2023/10/25,2025/05/12,自動運転システム,三菱電機株式会社,"G01C21/28,G08G1/04@A,G08G1/09@D,B60W60/00,B60W50/00",特開2025-072732,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-072732/11/ja
特開2025-072731,特願2023-182996,2023/10/25,2025/05/12,移動体制御システム,三菱電機株式会社,"G05D1/02@H,G05D1/225,G05D1/229,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:30",特開2025-072731,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-072731/11/ja
